Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0009064,Male,Yes,1,Graduate,Yes,9124,7368,437.0,360.0,1.0,Rural
LP0009065,Male,Yes,0,Graduate,No,3158,8197,280.0,360.0,0.0,Semiurban
LP0009066,Male,Yes,2,Graduate,No,10953,3971,122.0,360.0,,Urban
LP0009067,Male,Yes,2,Not Graduate,Yes,5961,4709,79.0,360.0,1.0,Semiurban
LP0009068,Male,No,nan,Graduate,No,22336,3961,495.0,360.0,1.0,Urban
LP0009069,Male,Yes,0,Graduate,No,13848,3815,493.0,360.0,1.0,Rural
LP0009070,Male,No,0,Graduate,No,19653,6306,135.0,360.0,1.0,Semiurban
LP0009071,Male,No,0,Graduate,No,6173,1070,364.0,360.0,1.0,Rural
LP0009072,Male,No,0,Graduate,No,15848,116,405.0,360.0,1.0,Semiurban
LP0009073,Male,Yes,0,Graduate,No,12311,3346,338.0,360.0,1.0,Semiurban
LP0009074,Male,Yes,1,Graduate,No,21062,2330,291.0,360.0,1.0,Urban
LP0009075,Male,Yes,1,Graduate,No,2788,8330,371.0,360.0,,Rural
LP0009076,Male,Yes,0,Graduate,nan,15728,8517,412.0,360.0,1.0,Urban
LP0009077,Female,Yes,0,Graduate,No,15748,7354,356.0,360.0,1.0,Semiurban
LP0009078,Male,Yes,0,Graduate,No,12871,552,293.0,360.0,1.0,Rural
LP0009079,Male,No,0,Graduate,nan,14620,6171,417.0,360.0,1.0,Semiurban
LP0009080,Female,No,3+,Graduate,Yes,20399,574,290.0,360.0,0.0,Rural
LP0009081,Male,Yes,0,Graduate,No,4236,5954,469.0,360.0,1.0,Rural
LP0009082,Male,Yes,0,Graduate,Yes,18151,1452,190.0,360.0,1.0,Semiurban
LP0009083,Male,No,0,Graduate,No,7878,3351,535.0,360.0,,Rural
LP0009084,Female,Yes,0,Graduate,No,14704,8639,474.0,360.0,1.0,Rural
LP0009085,Female,Yes,3+,Graduate,No,7448,3406,207.0,240.0,1.0,Semiurban
LP0009086,Male,Yes,0,Not Graduate,No,23810,456,310.0,360.0,1.0,Urban
LP0009087,Male,No,2,Not Graduate,No,7858,3366,61.0,360.0,1.0,Rural
LP0009088,Female,Yes,0,Graduate,No,22435,1580,138.0,,1.0,Urban
LP0009089,Female,Yes,1,Graduate,No,23281,2513,263.0,120.0,1.0,Semiurban
LP0009090,Male,Yes,3+,Graduate,nan,20533,9922,451.0,360.0,0.0,Urban
LP0009091,Male,No,2,Graduate,No,20270,9641,108.0,360.0,1.0,Urban
LP0009092,Female,No,0,Not Graduate,No,18602,6702,79.0,120.0,1.0,Urban
LP0009093,Male,Yes,2,Graduate,nan,19072,938,200.0,360.0,1.0,Rural
LP0009094,Male,No,0,Graduate,No,6660,8313,318.0,360.0,0.0,Semiurban
LP0009095,Male,Yes,0,Graduate,No,6832,1100,107.0,360.0,1.0,Urban
LP0009096,Male,Yes,1,Graduate,No,20046,2830,400.0,240.0,1.0,Urban
LP0009097,Male,No,3+,Graduate,No,7080,6043,356.0,360.0,1.0,Rural
LP0009098,Male,Yes,0,Graduate,No,21090,1548,498.0,360.0,1.0,Urban
LP0009099,Male,Yes,2,Graduate,No,19252,5410,250.0,360.0,1.0,Rural
LP0009100,Male,Yes,0,Graduate,Yes,24060,6273,356.0,360.0,1.0,Rural
LP0009101,Female,No,0,Not Graduate,Yes,18398,8000,440.0,360.0,1.0,Urban
LP0009102,Male,No,3+,Graduate,No,17410,6568,181.0,360.0,1.0,Semiurban
LP0009103,Male,No,1,Not Graduate,No,13115,8669,472.0,360.0,1.0,Semiurban
LP0009104,Male,Yes,0,Graduate,No,4292,5044,422.0,360.0,1.0,Rural
LP0009105,Male,No,0,Graduate,nan,22911,9229,390.0,180.0,1.0,Semiurban
LP0009106,Male,Yes,2,Graduate,No,22992,7309,163.0,240.0,0.0,Urban
LP0009107,Male,Yes,0,Graduate,Yes,10371,743,371.0,240.0,1.0,Urban
LP0009108,Male,No,0,Graduate,No,6095,7654,451.0,480.0,0.0,Semiurban
LP0009109,nan,Yes,0,Not Graduate,Yes,6898,5160,531.0,360.0,,Urban
LP0009110,Male,Yes,3+,Not Graduate,No,5021,829,306.0,360.0,1.0,Semiurban
LP0009111,Male,Yes,1,Graduate,No,13499,8231,547.0,360.0,1.0,Urban
LP0009112,Male,Yes,2,Graduate,No,9993,34,80.0,360.0,1.0,Rural
LP0009113,Male,Yes,2,Not Graduate,No,20770,8286,525.0,360.0,1.0,Semiurban
LP0009114,Male,Yes,0,Graduate,No,19184,3770,431.0,360.0,1.0,Rural
LP0009115,Male,Yes,1,Not Graduate,No,20540,4064,446.0,360.0,1.0,Rural
LP0009116,Male,Yes,0,Graduate,No,2974,5808,315.0,360.0,1.0,Semiurban
LP0009117,Male,No,0,Not Graduate,No,14581,249,547.0,240.0,1.0,Urban
LP0009118,Male,Yes,0,Graduate,No,24282,6735,519.0,360.0,0.0,Semiurban
LP0009119,Male,Yes,2,Graduate,No,11380,7557,79.0,360.0,1.0,Semiurban
LP0009120,Female,No,0,Graduate,No,23850,865,154.0,360.0,1.0,Urban
LP0009121,Male,No,0,Graduate,nan,12977,8572,431.0,360.0,1.0,Semiurban
LP0009122,Male,Yes,0,Graduate,No,20038,3880,91.0,360.0,1.0,Rural
LP0009123,Male,Yes,0,Graduate,No,21056,3743,196.0,360.0,1.0,Rural
LP0009124,nan,No,0,Graduate,No,22604,5140,107.0,360.0,1.0,Rural
LP0009125,Female,Yes,2,Graduate,No,11083,5367,42.0,360.0,1.0,Semiurban
LP0009126,Male,No,0,Graduate,No,21935,5111,510.0,360.0,1.0,Semiurban
LP0009127,Female,Yes,0,Graduate,No,12432,6555,232.0,360.0,1.0,Semiurban
LP0009128,Male,Yes,2,Graduate,No,1856,4721,238.0,360.0,1.0,Rural
LP0009129,nan,Yes,1,Graduate,No,15427,4554,199.0,360.0,1.0,Semiurban
LP0009130,Male,Yes,2,Graduate,No,23098,8442,243.0,180.0,1.0,Urban
LP0009131,Male,No,0,Graduate,No,8809,2970,494.0,480.0,1.0,Semiurban
LP0009132,Male,No,2,Graduate,Yes,8646,7005,504.0,360.0,1.0,Rural
LP0009133,Male,No,0,Graduate,No,13912,3764,243.0,,1.0,Urban
LP0009134,Male,No,1,Graduate,No,17770,4655,165.0,360.0,1.0,Rural
LP0009135,Male,No,0,Graduate,No,10778,1490,230.0,360.0,1.0,Urban
LP0009136,Male,No,0,Not Graduate,No,22748,6605,480.0,360.0,1.0,Semiurban
LP0009137,Male,No,2,Graduate,No,7782,8249,115.0,360.0,0.0,Semiurban
LP0009138,Male,Yes,0,Not Graduate,No,10890,7478,274.0,360.0,1.0,Semiurban
LP0009139,Female,Yes,0,Graduate,No,17636,2348,227.0,,1.0,Semiurban
LP0009140,Female,Yes,1,Graduate,No,3015,3227,194.0,360.0,1.0,Semiurban
LP0009141,nan,No,1,Graduate,No,23185,4251,338.0,360.0,1.0,Semiurban
LP0009142,Male,No,1,Graduate,No,4177,6425,36.0,360.0,1.0,Rural
LP0009143,Male,No,1,Graduate,No,17782,2810,124.0,360.0,1.0,Urban
LP0009144,Male,Yes,0,Not Graduate,No,20669,7363,281.0,360.0,0.0,Urban
LP0009145,Male,No,0,Not Graduate,No,18380,194,353.0,360.0,1.0,Semiurban
LP0009146,Male,No,3+,Not Graduate,No,23525,5861,429.0,360.0,,Urban
LP0009147,Male,Yes,0,Not Graduate,No,3176,9121,181.0,360.0,0.0,Semiurban
LP0009148,Female,No,1,Graduate,Yes,18552,4651,117.0,360.0,1.0,Semiurban
LP0009149,Male,Yes,0,Graduate,No,3146,3403,216.0,180.0,0.0,Semiurban
LP0009150,Female,Yes,3+,Not Graduate,nan,23264,1752,398.0,360.0,1.0,Semiurban
LP0009151,Male,No,0,Graduate,No,16912,1425,452.0,360.0,1.0,Semiurban
LP0009152,Male,Yes,1,Graduate,No,4662,2629,335.0,360.0,1.0,Semiurban
LP0009153,Male,Yes,0,Graduate,No,7298,8659,250.0,360.0,,Semiurban
LP0009154,Male,Yes,1,Graduate,No,6031,4788,548.0,360.0,1.0,Urban
LP0009155,Female,Yes,0,Graduate,No,4278,4862,246.0,360.0,1.0,Semiurban
LP0009156,Male,Yes,2,Not Graduate,No,15558,5342,36.0,360.0,1.0,Rural
LP0009157,Male,Yes,0,Graduate,No,14402,1491,435.0,360.0,1.0,Urban
LP0009158,Male,No,0,Not Graduate,Yes,13321,126,150.0,360.0,1.0,Semiurban
LP0009159,Male,Yes,2,Not Graduate,No,24322,4088,152.0,360.0,1.0,Urban
LP0009160,Male,Yes,0,Graduate,No,20997,5725,197.0,360.0,0.0,Urban
LP0009161,Male,No,0,Graduate,nan,21498,5378,213.0,120.0,1.0,Rural
LP0009162,Male,No,0,Graduate,No,12322,2771,100.0,360.0,0.0,Urban
LP0009163,Male,No,nan,Not Graduate,No,17958,4351,260.0,360.0,1.0,Rural
LP0009164,Male,Yes,0,Graduate,No,14766,8148,424.0,360.0,1.0,Rural
LP0009165,Female,Yes,0,Graduate,No,18271,9007,160.0,360.0,1.0,Urban
LP0009166,Female,Yes,1,Graduate,No,23732,7797,134.0,360.0,0.0,Urban
LP0009167,Male,Yes,0,Graduate,No,3005,1536,421.0,360.0,1.0,Urban
LP0009168,Male,No,0,Graduate,No,14327,1,95.0,180.0,1.0,Rural
LP0009169,Male,Yes,2,Graduate,nan,2475,3657,509.0,360.0,,Rural
LP0009170,Female,No,0,Graduate,nan,13789,4388,211.0,360.0,1.0,Rural
LP0009171,Male,Yes,2,Graduate,No,21493,3165,191.0,360.0,1.0,Rural
LP0009172,Female,Yes,0,Graduate,No,18723,3243,301.0,360.0,1.0,Urban
LP0009173,Male,Yes,3+,Not Graduate,No,10886,7319,141.0,360.0,1.0,Semiurban
LP0009174,Male,No,nan,Graduate,No,17333,9407,478.0,360.0,0.0,Semiurban
LP0009175,Male,Yes,0,Graduate,No,24449,7286,127.0,480.0,1.0,Semiurban
LP0009176,Male,Yes,1,Not Graduate,No,23536,1661,364.0,360.0,0.0,Semiurban
LP0009177,Male,Yes,2,Graduate,No,12557,4941,483.0,360.0,1.0,Urban
LP0009178,Male,Yes,0,Graduate,No,16620,7862,251.0,360.0,1.0,Semiurban
LP0009179,Male,Yes,0,Not Graduate,No,24313,9090,261.0,360.0,0.0,Urban
LP0009180,Male,Yes,3+,Graduate,No,8398,2092,,360.0,1.0,Rural
LP0009181,Female,Yes,0,Graduate,No,5720,3920,430.0,360.0,1.0,Semiurban
LP0009182,Male,No,0,Graduate,No,22023,5274,322.0,360.0,1.0,Urban
LP0009183,Female,Yes,2,Graduate,No,13306,1765,166.0,360.0,1.0,Semiurban
LP0009184,nan,Yes,1,Graduate,No,11463,7397,384.0,360.0,1.0,Urban
LP0009185,Female,Yes,0,Graduate,No,11904,3231,52.0,360.0,1.0,Semiurban
LP0009186,Male,Yes,0,Graduate,No,5386,2721,493.0,360.0,1.0,Semiurban
LP0009187,Female,Yes,0,Graduate,No,12502,3260,,360.0,1.0,Rural
LP0009188,Male,No,3+,Graduate,No,17371,1134,92.0,240.0,1.0,Urban
LP0009189,Male,Yes,3+,Graduate,No,21886,1798,495.0,360.0,1.0,Rural
LP0009190,Male,Yes,0,Graduate,No,12982,8457,248.0,180.0,1.0,Semiurban
LP0009191,Male,Yes,2,Graduate,No,2165,8664,369.0,360.0,1.0,Urban
LP0009192,nan,Yes,0,Graduate,No,7827,7920,155.0,360.0,1.0,Rural
LP0009193,Male,Yes,1,Graduate,No,21955,1104,113.0,360.0,1.0,Rural
LP0009194,Male,No,0,Graduate,No,11098,5276,362.0,360.0,1.0,Rural
LP0009195,Male,Yes,0,Not Graduate,No,18286,6353,65.0,360.0,0.0,Semiurban
LP0009196,nan,Yes,0,Graduate,No,24689,7405,46.0,360.0,1.0,Urban
LP0009197,Male,No,0,Graduate,No,6036,8507,340.0,480.0,1.0,Semiurban
LP0009198,Male,Yes,0,Graduate,No,14364,183,484.0,,1.0,Urban
LP0009199,Male,Yes,0,Graduate,No,8317,2645,175.0,360.0,1.0,Urban
LP0009200,Male,No,nan,Graduate,No,22541,5042,73.0,240.0,1.0,Semiurban
LP0009201,Male,No,3+,Graduate,Yes,17531,8344,327.0,360.0,1.0,Semiurban
LP0009202,Male,No,2,Graduate,No,20240,1294,508.0,360.0,1.0,Urban
LP0009203,Female,Yes,0,Graduate,No,15281,1636,240.0,360.0,1.0,Rural
LP0009204,Male,Yes,0,Graduate,No,15886,6222,58.0,360.0,1.0,Semiurban
LP0009205,Male,Yes,0,Graduate,No,14063,3512,424.0,360.0,,Semiurban
LP0009206,Male,Yes,0,Graduate,No,13717,9998,448.0,360.0,1.0,Urban
LP0009207,Female,Yes,0,Graduate,No,10551,9399,315.0,360.0,,Semiurban
LP0009208,nan,No,0,Graduate,No,5128,6737,150.0,360.0,1.0,Urban
LP0009209,Male,Yes,0,Graduate,No,11854,1572,276.0,360.0,1.0,Rural
LP0009210,Female,Yes,2,Graduate,No,18019,5759,404.0,360.0,1.0,Rural
LP0009211,Male,Yes,2,Graduate,No,15856,3360,495.0,360.0,,Semiurban
LP0009212,Male,No,0,Graduate,No,14317,2178,468.0,360.0,1.0,Rural
LP0009213,Male,No,1,Graduate,No,18245,9520,547.0,,1.0,Semiurban
LP0009214,Male,nan,0,Not Graduate,No,4842,8885,525.0,360.0,0.0,Semiurban
LP0009215,Male,Yes,0,Graduate,No,4453,104,156.0,,1.0,Rural
LP0009216,Male,Yes,0,Graduate,No,24493,3098,316.0,360.0,1.0,Rural
LP0009217,Female,Yes,2,Graduate,No,17945,2435,476.0,360.0,1.0,Semiurban
LP0009218,Male,No,0,Not Graduate,No,3521,5346,491.0,360.0,,Rural
LP0009219,Male,Yes,1,Graduate,No,23100,2176,243.0,360.0,0.0,Urban
LP0009220,Male,Yes,0,Graduate,No,2505,2486,434.0,360.0,0.0,Semiurban
LP0009221,Male,Yes,0,Not Graduate,nan,5007,5655,480.0,360.0,1.0,Urban
LP0009222,nan,Yes,0,Graduate,No,19321,1133,490.0,360.0,1.0,Rural
LP0009223,Male,Yes,1,Graduate,No,14686,6356,516.0,360.0,0.0,Semiurban
LP0009224,Female,Yes,0,Graduate,No,8796,6989,482.0,360.0,0.0,Urban
LP0009225,Male,Yes,2,Not Graduate,No,18700,2567,342.0,360.0,1.0,Rural
LP0009226,Male,Yes,0,Not Graduate,No,2076,3151,198.0,360.0,1.0,Urban
LP0009227,Male,Yes,0,Graduate,Yes,12747,4578,532.0,360.0,1.0,Rural
LP0009228,Male,No,1,Graduate,nan,8402,3159,448.0,360.0,1.0,Semiurban
LP0009229,Male,Yes,0,Not Graduate,nan,17276,2618,516.0,360.0,1.0,Semiurban
LP0009230,Male,No,0,Graduate,No,21846,7942,507.0,480.0,1.0,Urban
LP0009231,Male,Yes,0,Not Graduate,No,24192,5628,35.0,360.0,1.0,Rural
LP0009232,Male,Yes,2,Graduate,No,22033,7852,409.0,,1.0,Rural
LP0009233,Male,Yes,1,Not Graduate,Yes,18202,9471,98.0,360.0,1.0,Urban
LP0009234,Male,No,0,Graduate,No,6025,6809,248.0,120.0,1.0,Rural
LP0009235,Male,Yes,1,Graduate,No,8845,8385,421.0,360.0,1.0,Semiurban
LP0009236,Male,Yes,2,Graduate,No,12258,379,463.0,,1.0,Rural
LP0009237,Male,Yes,0,Graduate,No,9263,6196,139.0,360.0,1.0,Urban
LP0009238,Male,Yes,0,Not Graduate,No,18840,678,316.0,360.0,1.0,Urban
LP0009239,Female,Yes,1,Graduate,Yes,8134,619,303.0,360.0,1.0,Rural
LP0009240,Female,Yes,1,Graduate,No,19633,2699,120.0,360.0,1.0,Rural
LP0009241,Male,Yes,0,Graduate,No,3559,9855,360.0,360.0,1.0,Urban
LP0009242,Male,Yes,1,Graduate,nan,16385,3554,548.0,360.0,1.0,Urban
LP0009243,Male,No,0,Graduate,No,12602,6321,422.0,360.0,,Semiurban
LP0009244,Male,Yes,2,Graduate,No,23491,8615,142.0,360.0,1.0,Semiurban
LP0009245,nan,Yes,0,Not Graduate,No,17864,6737,161.0,360.0,0.0,Semiurban
LP0009246,nan,No,0,Graduate,nan,12679,212,171.0,180.0,1.0,Rural
LP0009247,Female,Yes,1,Not Graduate,No,21639,3535,473.0,360.0,1.0,Semiurban
LP0009248,Male,Yes,0,Graduate,Yes,22969,2948,213.0,360.0,1.0,Urban
LP0009249,Female,Yes,0,Graduate,No,24241,2431,172.0,360.0,0.0,Semiurban
LP0009250,Male,Yes,2,Not Graduate,No,12488,171,374.0,,1.0,Rural
LP0009251,Female,Yes,1,Graduate,No,22852,6312,350.0,360.0,1.0,Rural
LP0009252,Male,No,2,Graduate,No,18626,1632,73.0,120.0,1.0,Rural
LP0009253,Male,Yes,0,Graduate,No,1944,6878,155.0,360.0,,Urban
LP0009254,Male,Yes,2,Graduate,No,6315,8532,457.0,360.0,1.0,Urban
LP0009255,Male,No,0,Graduate,No,3758,5065,400.0,360.0,0.0,Rural
LP0009256,Male,No,0,Graduate,No,9798,7114,491.0,360.0,1.0,Rural
LP0009257,Female,Yes,0,Not Graduate,No,8160,4245,199.0,480.0,1.0,Semiurban
LP0009258,Male,No,0,Graduate,No,5036,9816,375.0,360.0,0.0,Urban
LP0009259,Male,Yes,0,Graduate,No,20636,6107,217.0,120.0,1.0,Rural
LP0009260,Male,No,0,Graduate,No,11392,8881,365.0,360.0,0.0,Semiurban
LP0009261,Male,No,nan,Not Graduate,No,21561,9939,330.0,360.0,1.0,Urban
LP0009262,nan,Yes,3+,Graduate,No,19899,6109,207.0,360.0,,Urban
LP0009263,Male,Yes,2,Graduate,Yes,17565,4254,448.0,360.0,1.0,Semiurban
LP0009264,Male,Yes,0,Graduate,No,23751,7052,314.0,360.0,,Rural
LP0009265,Female,Yes,2,Graduate,nan,23032,2098,37.0,360.0,1.0,Rural
LP0009266,Female,Yes,0,Graduate,No,21073,1783,253.0,180.0,0.0,Urban
LP0009267,Male,No,1,Graduate,No,5728,3872,349.0,360.0,1.0,Rural
LP0009268,Male,Yes,0,Graduate,No,1657,2920,228.0,360.0,0.0,Urban
LP0009269,Male,Yes,0,Graduate,No,23622,19,444.0,360.0,1.0,Urban
LP0009270,Male,No,0,Graduate,No,12936,9165,125.0,360.0,1.0,Rural
LP0009271,Male,Yes,1,Graduate,No,9088,71,87.0,360.0,1.0,Urban
LP0009272,nan,Yes,0,Graduate,No,19686,2789,136.0,360.0,0.0,Semiurban
LP0009273,Male,Yes,2,Graduate,No,6879,2377,68.0,360.0,0.0,Semiurban
LP0009274,Male,Yes,3+,Graduate,No,17841,3704,526.0,360.0,1.0,Urban
LP0009275,Male,Yes,0,Not Graduate,No,20812,999,217.0,360.0,1.0,Semiurban
LP0009276,Male,No,0,Not Graduate,No,15369,1677,541.0,360.0,1.0,Urban
LP0009277,Female,Yes,2,Graduate,No,16734,61,522.0,360.0,,Semiurban
LP0009278,Male,No,0,Graduate,No,15632,6322,72.0,360.0,1.0,Urban
LP0009279,Male,Yes,3+,Graduate,No,9331,5837,516.0,180.0,1.0,Rural
LP0009280,Male,Yes,3+,Graduate,No,8509,5829,159.0,,1.0,Semiurban
LP0009281,Male,Yes,0,Graduate,No,18019,126,513.0,360.0,1.0,Semiurban
LP0009282,Female,Yes,0,Graduate,No,22195,3664,303.0,360.0,,Urban
LP0009283,Male,No,nan,Graduate,No,8107,6652,486.0,360.0,,Semiurban
LP0009284,Male,Yes,3+,Graduate,Yes,7265,1883,397.0,360.0,1.0,Urban
LP0009285,Male,Yes,0,Graduate,No,19760,5925,104.0,360.0,1.0,Rural
LP0009286,Male,Yes,0,Graduate,No,11569,5262,111.0,360.0,1.0,Semiurban
LP0009287,Male,No,1,Not Graduate,No,9162,3619,529.0,360.0,1.0,Semiurban
LP0009288,Male,Yes,0,Graduate,No,17572,4104,334.0,120.0,1.0,Semiurban
LP0009289,Female,No,3+,Graduate,Yes,2541,2795,299.0,360.0,1.0,Semiurban
LP0009290,Male,Yes,2,Graduate,nan,6823,1260,129.0,360.0,1.0,Semiurban
LP0009291,Male,Yes,1,Graduate,Yes,12086,5941,71.0,360.0,1.0,Urban
LP0009292,nan,Yes,0,Graduate,No,3402,8336,322.0,360.0,1.0,Urban
LP0009293,Female,No,2,Graduate,No,3036,6136,399.0,360.0,,Rural
LP0009294,Female,nan,0,Graduate,nan,11754,5715,516.0,360.0,1.0,Urban
LP0009295,Female,Yes,0,Graduate,No,17513,4089,108.0,360.0,,Rural
LP0009296,Male,No,0,Not Graduate,No,19412,9740,465.0,360.0,1.0,Urban
LP0009297,Male,Yes,0,Graduate,No,21544,1994,89.0,360.0,1.0,Semiurban
LP0009298,Male,Yes,2,Graduate,No,24531,8818,109.0,360.0,1.0,Urban
LP0009299,Male,Yes,3+,Graduate,No,22153,8667,504.0,360.0,1.0,Semiurban
LP0009300,Female,Yes,0,Graduate,No,9808,2311,473.0,240.0,1.0,Semiurban
LP0009301,Male,Yes,0,Graduate,No,13645,8595,241.0,360.0,1.0,Semiurban
LP0009302,Male,Yes,0,Not Graduate,No,23009,4294,530.0,120.0,1.0,Urban
LP0009303,nan,Yes,0,Graduate,No,22255,555,512.0,360.0,0.0,Rural
LP0009304,Male,Yes,2,Not Graduate,No,21023,5600,218.0,,,Rural
LP0009305,Male,Yes,0,Graduate,No,23811,9394,108.0,,,Semiurban
LP0009306,Male,Yes,3+,Graduate,No,9582,7626,61.0,360.0,1.0,Urban
LP0009307,Male,Yes,1,Graduate,Yes,11206,1140,183.0,360.0,1.0,Rural
LP0009308,Male,Yes,0,Graduate,Yes,13914,2806,457.0,360.0,1.0,Urban
LP0009309,Female,No,0,Graduate,No,17445,9629,148.0,360.0,1.0,Urban
LP0009310,Male,Yes,0,Graduate,No,10840,3564,462.0,360.0,0.0,Urban
LP0009311,Female,Yes,0,Graduate,No,12090,7507,524.0,360.0,1.0,Urban
LP0009312,Male,Yes,0,Graduate,No,18695,612,429.0,360.0,1.0,Urban
LP0009313,Male,Yes,0,Graduate,No,22703,7689,262.0,360.0,1.0,Semiurban
LP0009314,Male,Yes,nan,Graduate,nan,13012,3805,254.0,360.0,1.0,Urban
LP0009315,Male,Yes,0,Not Graduate,No,7137,4497,237.0,360.0,1.0,Semiurban
LP0009316,nan,Yes,1,Graduate,No,12806,280,490.0,360.0,1.0,Semiurban
LP0009317,Male,Yes,0,Graduate,No,5336,5734,332.0,360.0,1.0,Semiurban
LP0009318,nan,Yes,0,Graduate,No,2926,161,369.0,360.0,1.0,Urban
LP0009319,nan,Yes,0,Graduate,No,15981,43,331.0,360.0,1.0,Semiurban
LP0009320,nan,Yes,0,Not Graduate,No,8953,6389,406.0,180.0,0.0,Rural
LP0009321,Male,No,0,Graduate,No,1698,5598,130.0,360.0,1.0,Semiurban
LP0009322,Female,No,1,Graduate,No,3728,1625,312.0,180.0,1.0,Semiurban
LP0009323,Male,Yes,1,Graduate,No,9631,7019,169.0,480.0,1.0,Rural
LP0009324,Male,nan,1,Not Graduate,No,22110,7363,129.0,360.0,1.0,Semiurban
LP0009325,Male,Yes,2,Graduate,Yes,18650,1939,384.0,120.0,1.0,Semiurban
LP0009326,Female,Yes,3+,Graduate,No,19316,5447,128.0,360.0,1.0,Rural
LP0009327,Male,Yes,2,Not Graduate,nan,1663,9985,227.0,360.0,,Urban
LP0009328,Male,Yes,0,Not Graduate,No,12073,2545,206.0,180.0,1.0,Urban
LP0009329,Male,No,3+,Graduate,No,24964,7322,67.0,480.0,1.0,Urban
LP0009330,Male,Yes,3+,Graduate,No,4308,1825,267.0,360.0,0.0,Rural
LP0009331,Male,No,2,Graduate,No,11405,822,187.0,360.0,1.0,Semiurban
LP0009332,Female,Yes,0,Not Graduate,No,20045,7331,59.0,360.0,,Urban
LP0009333,Male,Yes,0,Graduate,No,5175,468,351.0,360.0,1.0,Urban
LP0009334,Female,Yes,2,Graduate,No,3491,2262,166.0,360.0,1.0,Rural
LP0009335,Male,No,3+,Graduate,No,11385,2666,54.0,360.0,1.0,Urban
LP0009336,nan,Yes,1,Graduate,No,2327,6212,32.0,180.0,1.0,Rural
LP0009337,Male,Yes,1,Graduate,Yes,8004,5223,451.0,360.0,1.0,Semiurban
LP0009338,Male,Yes,0,Graduate,No,18113,8512,306.0,360.0,1.0,Rural
LP0009339,Male,No,0,Graduate,No,16585,7764,140.0,360.0,1.0,Semiurban
LP0009340,Male,No,2,Not Graduate,No,18657,939,529.0,240.0,1.0,Urban
LP0009341,Female,Yes,0,Graduate,No,10208,2346,55.0,360.0,1.0,Urban
LP0009342,Male,No,1,Graduate,No,17630,3145,220.0,360.0,1.0,Rural
LP0009343,Female,Yes,2,Graduate,No,22053,6420,513.0,120.0,1.0,Urban
LP0009344,Female,Yes,0,Graduate,No,4601,8332,185.0,480.0,1.0,Urban
LP0009345,Male,Yes,0,Not Graduate,No,12075,7275,366.0,360.0,1.0,Semiurban
LP0009346,Male,Yes,2,Graduate,No,21222,9073,266.0,360.0,1.0,Semiurban
LP0009347,Male,Yes,0,Graduate,No,8286,9717,211.0,360.0,1.0,Urban
LP0009348,Male,No,0,Not Graduate,Yes,13802,1051,290.0,360.0,1.0,Rural
LP0009349,Male,Yes,2,Graduate,No,21383,4253,172.0,360.0,,Rural
LP0009350,nan,Yes,2,Not Graduate,No,11281,5225,144.0,360.0,1.0,Urban
LP0009351,Male,No,3+,Graduate,No,21596,9017,330.0,360.0,0.0,Semiurban
LP0009352,Male,No,0,Graduate,No,10728,1369,143.0,360.0,1.0,Semiurban
LP0009353,Male,Yes,0,Graduate,No,24602,5293,370.0,360.0,1.0,Urban
LP0009354,Male,Yes,2,Graduate,No,21835,6680,178.0,360.0,1.0,Semiurban
LP0009355,Female,Yes,1,Graduate,No,11027,6803,358.0,360.0,0.0,Rural
LP0009356,Female,No,1,Graduate,No,5441,6832,218.0,360.0,,Semiurban
LP0009357,Male,Yes,0,Graduate,Yes,12830,5073,449.0,360.0,,Semiurban
LP0009358,Female,Yes,0,Graduate,No,21881,4966,542.0,360.0,1.0,Semiurban
LP0009359,Male,No,0,Graduate,No,7239,4257,385.0,360.0,,Semiurban
LP0009360,Male,No,0,Graduate,No,8068,1417,176.0,360.0,1.0,Urban
LP0009361,Male,Yes,0,Graduate,No,12853,8480,417.0,360.0,0.0,Urban
LP0009362,Female,Yes,nan,Graduate,No,14182,3698,37.0,360.0,1.0,Rural
LP0009363,Male,Yes,0,Graduate,No,19361,5046,84.0,120.0,0.0,Rural
LP0009364,Male,No,0,Graduate,No,3111,3986,412.0,360.0,1.0,Rural
LP0009365,Male,Yes,0,Graduate,No,9643,2736,321.0,360.0,1.0,Urban
LP0009366,Male,Yes,1,Graduate,nan,24657,6082,,360.0,1.0,Semiurban
LP0009367,Female,Yes,3+,Graduate,No,7217,8221,347.0,360.0,1.0,Rural
LP0009368,Male,Yes,2,Graduate,No,14577,210,31.0,360.0,1.0,Rural
LP0009369,Male,Yes,2,Graduate,No,6119,1515,539.0,360.0,1.0,Rural
LP0009370,Male,No,3+,Graduate,No,4365,3021,435.0,360.0,1.0,Urban
LP0009371,Male,No,3+,Graduate,No,10988,6430,297.0,240.0,0.0,Rural
LP0009372,Male,Yes,0,Graduate,No,6851,4372,477.0,180.0,1.0,Urban
LP0009373,Male,Yes,0,Graduate,No,19579,7165,239.0,360.0,1.0,Rural
LP0009374,Male,Yes,0,Not Graduate,No,22152,4530,67.0,360.0,1.0,Urban
LP0009375,Male,Yes,0,Graduate,No,7552,407,384.0,360.0,1.0,Semiurban
LP0009376,Male,Yes,1,Not Graduate,No,19700,2276,88.0,360.0,1.0,Semiurban
